dx,dy,dz,ax,ay,az
534.97,-249.25,539.548,29.579,-67.079,137.825
534.97,-249.25,539.548,29.579,-67.079,137.825
534.97,-249.25,539.548,29.579,-67.079,137.825
534.97,-249.25,539.548,29.579,-67.079,137.825
534.97,-249.25,539.548,29.579,-67.079,137.825
